AADT,YEAR_,ID,CLASSD,SECTION_,COMM,ACTIVE,SITETYPE,DISTRICT,COUNTYDOT,COUNTYNM,MNG_DIST,KFCTR,DFCTR,TFCTR,LOCATION,EPSG4326x,EPSG4326y
11000,2022,876203,No,87260242,"RAMP 87260242 FROM SB SR826 TO WB SW 8 ST, 300' N OF SW 8 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,3,0.026,-80.32110244,25.76318561
20200,2022,878623,No,87630502,"CURTIS PKWY/NW57 AVE, 200' NORTH OFGOLF COURSE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,0.242,-80.28920764,25.81102426
19500,2022,878114,No,87000038,"SW 184TH STREET, 200' WEST OF SW 147TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,8.4,3.013,-80.43030094,25.59594823
11100,2022,878182,No,87000339,"NW 12TH AVE, 200' SOUTH OF NW 79TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.98,-80.21724382,25.84621932
40500,2022,878334,No,87102000,"NW 74TH STREET, 200' WEST OF NW 77TH COURT",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.55,-80.32531164,25.8407142
7800,2022,876327,No,87270196,"RAMP 87270196 FROM EB NW 103 ST TO SB I-95, 300' S OF NW 103 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.2,0.057,-80.20889648,25.86835813
4400,2022,878464,No,87000279,"NW 191 ST, 200 FT W OF NW 42 AVE/LE JEUNE RD (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.5,0.463,-80.2703742,25.94724319
6800,2022,878566,No,87000523,"15 ST, 200' EAST OFJEFFERSON AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.334,-80.1369747,25.78744256
11500,2022,876426,Yes,87270901,"NORTHBOUND MANAGED LANE, 200' NORTH OF RAMP 87270211 (PARK & RIDE ENT.)",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.9,7.941,-80.20639096,25.92980745
14000,2022,876194,Yes,87260232,"RAMP 87260232 FROM SB SR 826 TO SW 56 ST, 200' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,9,0.038,-80.31902638,25.71955896
11500,2022,876397,Yes,87003020,"RAMP 87003020 FROM EB NW 36 ST TO EB SR 112, 300' E OF NW 36 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,18.3,0.057,-80.26688605,25.80813183
5900,2022,878389,No,87000105,"SW 48 ST, 200 FT E OF SW 94 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,1.293,-80.34669478,25.72442055
38000,2022,876289,No,87260516,"RAMP 87260516 FROM NB TURNPIKE TO WB SR826, 100' N OF TURNPIKE",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.8,0.019,-80.21103591,25.93083769
11100,2022,878703,No,87000101,SW 104TH ST 500 FT. EAST OF SW 87TH AVE,Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.034,-80.33459072,25.67346802
21500,2022,878258,No,87028500,"SW/NW 17TH AVE, 200' SOUTH OF SW 8TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,3,1.328,-80.22248869,25.76505246
15600,2022,878316,No,87067504,"INGRAHAM HIGHWAY, 200' WEST OF SW 27TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,2.341,-80.2377,25.72829375
9800,2022,876320,No,87270189,"RAMP 87270189 FROM NB I-95 TO NB NW 6 AVE, 100' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.9,0.019,-80.20704554,25.84576056
5100,2022,878518,No,87000439,"NW 14 ST, 200' EAST OFNW 8 CT (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.153,-80.20856593,25.7878062
5600,2022,878571,No,87000540,"SW 128 ST, 200' WEST OF SW 129 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,0.737,-80.40376245,25.64871604
9500,2022,876422,Yes,87260241,"RAMP 87260241 FROM SB SR 826 TO RAMP 87260235, 200' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,29.9,0.038,-80.31872231,25.72888131
9200,2022,876171,No,87200503,"RAMP 87200503 FROM WB I-395 TO WB NE 13 ST, 100' W OF I-395",Y,Portable,6,87,Miami-Dade,6,8,99.9,6,0.019,-80.18693998,25.78710824
19600,2022,878123,Yes,87000062,"SW 216TH ST, 200' WEST OF SW 98TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,2,3.008,-80.34868909,25.56649161
16600,2022,878174,No,87000269,"NW 199TH ST, 200' WEST OF NW 37TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.485,-80.26284753,25.95468732
13000,2022,876456,Yes,87200329,"RAMP 87200329 FROM SR-836 EB TO RAMP 87200221, 1500 EAST OF RAMP 87200216",Y,Portable,6,87,Miami-Dade,6,8,99.9,12.8,0.2,-80.32809856,25.78110259
3050,2022,878406,Yes,87000123,"RIVIERA D, 200 FT N OFAURELIA (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,0.259,-80.26341884,25.70954922
14000,2022,876291,No,87260518,"RAMP 87260518 FROM EB SR826 TO EB NW 167 STREET, 100' E OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.9,0.019,-80.21078157,25.92931174
9900,2022,878457,No,87000266,"NW 12 AVE, 200 FT N OF NW 191 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.462,-80.22154542,25.9485952
10400,2022,878707,No,87550500,NE 2ND AVE 100 FT NORTH OF NE 71ST ST,Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,1.023,-80.19251637,25.84018238
24500,2022,878265,No,87029501,"SW/NW 37TH AVE, 200' SOUTH OF SW 8TH ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.986,-80.25511323,25.76420463
39500,2022,877026,Yes,87000184,NW 25TH ST 150 FT WEST OF NW 84TH AVE,Y,Portable,6,87,Miami-Dade,6,9,54.7,11.3,1.759,-80.33286565,25.79688394
25500,2022,876405,Yes,87200131,"RAMP 87200131 FROM EB NW 21 ST TO NW 45 ST, 200' S OF RAMP 87281225",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.2,0.136,-80.26512827,25.79326688
6200,2022,878557,No,87000506,"SW 152 AVE, 200' NORTH OFSW 280 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.038,-80.43688198,25.50730328
17000,2022,876262,Yes,87260318,"RAMP 87260318 FROM EB NW 122 ST TO SB SR826, 500' S OF NW 122 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.7,0.095,-80.32395584,25.88258552
6300,2022,878672,No,87000960,NW 106 STREET 200' WEST OF 99 AVENUE,Y,Portable,6,87,Miami-Dade,6,9,54.7,11,0.302,-80.35980067,25.86994516
20400,2022,878143,No,87000136,"SW 127TH AVE, 200' SOUTH OF SW 42ND STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.973,-80.39958438,25.7291062
5900,2022,878234,No,87000531,"SW 15TH ROAD, 100' WEST OF SW 2ND AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.4,0.099,-80.19748786,25.7606575
27500,2022,878356,No,87580500,"NW 7TH ST/CR-962, 200' WEST OF NW 27TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.499,-80.23995016,25.77944661
13000,2022,876338,No,87270207,"RAMP 87270207 FROM WB OPALOCKA BLVD TO NB I-95, 30' S OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.2,0.126,-80.20972243,25.90167995
12900,2022,878508,No,87000407,"GRAND AVENUE, 200' WEST OFPLAZA ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3,0.626,-80.25191829,25.7277281
17000,2022,878613,No,87077503,"SW 117 AVENUE, 200' NORTH OFTPIKE NB OFF RAMP (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,1.083,-80.38318399,25.73036292
4700,2022,876477,No,87075611,"RAMP 87075611 FROM RAMP 87075612 TO I-75 SB, 70' SOUTH OF BEG. OF RAMP",Y,Portable,6,87,Miami-Dade,6,8,99.9,14.8,0.013,-80.35193777,25.94991183
5900,2022,876230,No,87260380,"RAMP 87260380 FROM SB SR826 TO EB SW 8 ST, 1050' S OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.5,0.199,-80.32118394,25.76196741
4300,2022,878627,Yes,87000211,"NW 61 ST/DR MLK JR B, 100' EAST OF NE 4 AV (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,99.9,2.7,1.112,-80.18816141,25.83255428
11500,2022,878109,No,87000027,"SW 147TH AVE, 200' SOUTH OF SW 200 STREET",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,11.8,3.504,-80.42951597,25.58005544
7400,2022,878177,No,87000287,"NW 170TH ST/NW 169TH ST, 200' EAST OF NW 87TH AVE",Y,Portable,6,87,Miami-Dade,6,9,54.7,1.4,0.038,-80.34103887,25.92791876
4200,2022,878426,No,87000177,"NW 37 AVE, 200 FT N OF NW 55 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,1.308,-80.25720704,25.82757823
31000,2022,878293,No,87054504,"SW 24TH ST, 200' WEST OF SW 107TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.952,-80.36836533,25.74661215
16500,2022,876294,No,87260537,"RAMP 87260537 FROM EB NW 25 ST TO SB SR826, 400' S OF NW 25 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,5.8,0.076,-80.32173095,25.79577902
6700,2022,878454,No,87000257,"NW 191 ST, 200 FT W OF NW 2 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.971,-80.20611465,25.94979384
10800,2022,878575,No,87000545,"SW 92 AVE, 200' SOUTH OF SW 142 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.599,-80.34199401,25.63761598
4100,2022,876185,Yes,87260006,"R-87260006 F. SB SR 826 OFF R-87260003 TO DADELAND MALL CIR, 100 E OF R-87260003",Y,Portable,6,87,Miami-Dade,6,8,99.9,0.7,0.019,-80.31697213,25.68876956
2000,2022,877077,No,87000043,"SW 312TH STREET, 200' EAST OF SW 190TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.7,0.289,-80.49911898,25.47703529
1200,2022,876375,No,87300504,"RAMP 87300504 FROM NBNW 57 AVE TO EB GRATIGNY PKWY, 500' E OF NW 57 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,29,0.095,-80.29050866,25.89558317
5000,2022,878393,No,87000113,"SW 92 AVE, 200 FT N OF SW 69 TER (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.371,-80.34228265,25.7047096
21000,2022,876252,No,87260405,"RAMP 87260405 FROM NB SR826 TO EB S RIVER DR, 200' N SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,15.9,0.038,-80.321964,25.85134437
20100,2022,878704,No,87000183,NW 87TH AVE/NW 58TH ST 100 FT NORTH OF NW 52ND ST,Y,Portable,6,87,Miami-Dade,6,9,56.5,7.6,0.562,-80.33754198,25.81811291
24500,2022,878244,No,87000603,"NW 12TH ST, 200' WEST OF NW 127TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.976,-80.40138848,25.78241711
16800,2022,877016,No,87000132,PALM AVE 50 FT NORTH OF W 51ST STREET,Y,Portable,6,87,Miami-Dade,6,9,54.7,1.7,0.686,-80.28313377,25.86942066
5000,2022,878365,No,87000005,"CARD SOUND RD, 200 FT S OF SW 408TH ST (FL ROCK ENT)",Y,Portable,6,87,Miami-Dade,6,9.5,56.5,6.3,3.822,-80.44409508,25.38882605
30000,2022,876352,No,87270221,"RAMP 87270221 FROM SB I-95 TO WB NE 203 ST, 200' S OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,5.9,0.038,-80.16575382,25.96714783
10400,2022,878559,No,87000508,"KINGMAN RD/SW 152 AV, 200' N OFSW 328 ST/ SE 8 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.987,-80.43609682,25.46324545
11000,2022,876473,No,87200143,"RAMP 87200143 FROM NB LEJEUNE TO WB SR 836, 100' EAST OF RAMP 87200131",Y,Portable,6,87,Miami-Dade,6,8,99.9,11.5,0.233,-80.26501809,25.78545064
9000,2022,876213,No,87260154,"RAMP 87260154 FROM WB SR826 TO WB NW 167 ST, 100' W OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.8,0.019,-80.25704752,25.92602842
4600,2022,878674,No,87000977,NE 8 AVENUE 160' SOUTH OF NE 128 STREET,Y,Portable,6,87,Miami-Dade,6,9,54.7,2.6,0.158,-80.18252225,25.89274195
5600,2022,878152,No,87000153,"NW 46TH ST, 200' WEST OF NW 7TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.999,-80.20844434,25.81750619
50500,2022,878228,No,87000510,"NW 107TH AVE, 200' NORTH OF SR-836",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.038,-80.36862133,25.78256827
11800,2022,878317,No,87067505,"SOUTH MIAMI AVENUE, 200' EAST OF SW 17TH AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.604,-80.22116865,25.74008945
11000,2022,876309,No,87270178,"RAMP87270178 FRM EB SR 112 OFF RAMP87004002 TO SB I-95,200'E OF RAMP87004002",Y,Portable,6,87,Miami-Dade,6,8,99.9,10.5,0.038,-80.20910173,25.8121615
7300,2022,877038,No,87000301,SW 232ND ST 200 FT EAST OF SW 132ND AVE,Y,Portable,6,87,Miami-Dade,6,9,56.5,9.1,0.555,-80.40412502,25.55138391
7000,2022,878352,No,87550501,"NE 2ND AVE, 200' SOUTH OF NE 117TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,2.364,-80.19425546,25.88192175
3900,2022,876339,No,87270208,"RAMP 87270208 FROM NB I-95 TO NB NW 6 AVE, 200' N OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,1.6,0.038,-80.20971695,25.9118903
2100,2022,878538,No,87000479,"SW 64 ST, 200' WEST OF SW 99 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.713,-80.35511527,25.70868965
15000,2022,876249,No,87260402,"RAMP 87260402 FROM WB NW 74 ST TO NB SR826, 500' N OF NW 74 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,14.3,0.095,-80.32173906,25.84218106
12600,2022,878664,No,87071504,"SW 97 AVE, 200' NORTH OF SW 32 ST(2011 OFFSYSTEM CYCLE, COUNTY LINK:699)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.538,-80.35169775,25.74050862
40500,2022,878132,No,87000094,"RICKENBACKER CSWY, 200' EAST OF RICKENBACKER CSWY BRIDGE 874543 & 874545",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.1,1.571,-80.17845092,25.74647716
5500,2022,878210,No,87000454,"NW 3RD AVE, 200' SOUTH OF NW 20TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,0.462,-80.20034468,25.79485339
9100,2022,878322,No,87071502,"SW 97TH AVE, 200' SOUTH OF SW 56TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.129,-80.35085266,25.71570312
11000,2022,876319,No,87270188,"RAMP 87270188 FROM SB NW 6 CT TO SB I-95, 200' S OF NW 6 CT",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.2,0.038,-80.20783936,25.84565355
7800,2022,878510,No,87000412,"SW 187 AV/REDLAND RD,200' SOUTH OF ARTHUR VINING DAVIS(2011OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,6.3,0.466,-80.49346438,25.45459429
4200,2022,878615,No,87083501,"N ROYAL POINCIANA BL, 200' NORTH OFHERON AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,0.986,-80.293017,25.83129403
7700,2022,876463,Yes,87200429,"SR-826 NB TO SR-836 WB, 200' NORTH OF RAMP 87200427",Y,Portable,6,87,Miami-Dade,6,8,99.9,4.1,0.13,-80.32000043,25.77689834
24000,2022,876224,No,87260165,"RAMP87260165 FRM NB I-95 OFF RAMP87270212 TO WB SR826, 200'E OF RAMP87270212",Y,Portable,6,87,Miami-Dade,6,8,99.9,2.3,0.038,-80.21173395,25.93020706
26000,2022,878637,No,87000142,"SW 72 ST, 200' EAST OFSW 137 AVE(2011 OFFSYSTEM CYCLE, COUNTY LINK:662)",Y,Portable,6,87,Miami-Dade,6,9,56.5,8.2,1.039,-80.41389898,25.69990282
4400,2022,877105,Yes,87000961,"SW 272 STREET, 200' EAST OF SW 172 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,8.8,0.47,-80.47025324,25.5137945
23500,2022,878197,No,87000430,"SW 127TH AVE, 200' SOUTH OF SW 96TH ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.5,0.463,-80.40037651,25.67807621
9300,2022,878427,No,87000179,"SW 75 AVE, 200 FT N OF WEST MIAMI MIDDLE SCHOOL (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.177,-80.3172351,25.7484587
17100,2022,878276,No,87041500,"SW 184TH ST, 200' WEST OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.634,-80.35478451,25.59857085
8600,2022,876285,No,87260512,"RAMP 87260512 FROM WB SR826 TO WB NW 167 ST, 50' W OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.1,0.009,-80.21857056,25.92757793
13300,2022,878446,No,87000228,"LE JEUNE RD, 200 FT S OF CURTISS RD/NW 142 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.5,0.356,-80.26773402,25.90166592
17900,2022,878589,No,87000600,"W 8 AVENUE, 200' NORTH OFW 28 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.9,0.817,-80.29826552,25.84768182
12100,2022,878280,No,87045500,"SW 56TH ST, 200' WEST OF SW 57TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.938,-80.28653647,25.71892311
4700,2022,876166,Yes,87200127,"RAMP 87200127 FROM SB NW 45 AVE TO WB SR836, 200' W OF NW 45 AVE",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.6,0.038,-80.2703178,25.78363534
34500,2022,877082,No,87000458,"SW 152ND. STREET, 350' WEST OF SW 13800 BLK",Y,Portable,6,87,Miami-Dade,6,9,56.5,4,0.331,-80.41745778,25.62615431
5400,2022,876406,Yes,87281224,"RAMP 87281224 FROM NB NW 42 AVE TO RAMP 87200134, 200' N OF NW 42 AVE",Y,Portable,6,87,Miami-Dade,6,9,99.9,6.8,0.038,-80.26420344,25.78838158
6100,2022,878416,No,87000149,"MERIDIAN AVE, 200 FT S OF 14 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.5,0.712,-80.136374,25.78477469
10000,2022,876240,No,87260391,"RAMP 87260391 FROM EB NW 36 ST TO NB SR826, 400' E OF NW 36 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,7.8,0.076,-80.32207983,25.8091502
11300,2022,878719,No,87000767,"NW 17 ST, 200 FEET WEST OF NW 132 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,1.5,0.46,-80.40973203,25.78973894
5500,2022,878172,No,87000255,"NW 12TH AVE, 200' SOUTH OF NW 215 ST/COUNTY LINE",Y,Portable,6,87,Miami-Dade,6,9,54.7,11.8,1.218,-80.17863669,25.97301027
15600,2022,878264,No,87029500,"SW 37TH AVE, 200' NORTH OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,3,1.065,-80.25392087,25.73334058
4000,2022,878363,Yes,87522500,"VENETIAN CSWY, 50' EAST OF NE 13 CT(DUMMY SITE FOR OFF SYSTEM CYCLE -878350)",Y,Portable,6,87,Miami-Dade,6,9,99.9,3.6,1.311,-80.16806255,25.79007935
5300,2022,876365,No,87270514,"RAMP87270514 FRM EB SR112 OFF RAMP87004002 TO NB I-95,200'E OF RAMP87004002",Y,Portable,6,87,Miami-Dade,6,8,99.9,5.8,0.038,-80.21058628,25.81239956
6200,2022,878554,No,87000498,"SW 144 ST/MITCHELL D, 200' WEST OFSW 92 AV (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.467,-80.34258494,25.63621625
2800,2022,876482,No,87200161,"RAMP 87200161 FROM WB NW 12 STREET TO WB SR 836, 100 EAST OF SR 836",Y,Portable,6,87,Miami-Dade,6,8,99.9,16.1,0.296,-80.33424273,25.78219091
14000,2022,876200,Yes,87260238,"RAMP 87260238 FROM WB SW 40 ST TO NB SR 826, 200' N OF SW 40 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,15.6,0.038,-80.31807913,25.73359876
4300,2022,878670,No,87000974,NW 54 STREET 380' WEST OF NW 82 AVE,Y,Portable,6,87,Miami-Dade,6,9,56.5,7.6,0.429,-80.33083342,25.82256498
9000,2022,878144,No,87000136,"SW 127TH AVE, 200' SOUTH OF 26TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.962,-80.4001217,25.74346886
40500,2022,878229,No,87000510,"NW 107TH AVE, 200' NORTH OF NW 12TH STREET",Y,Portable,6,87,Miami-Dade,6,9,54.7,7.6,0.194,-80.36859576,25.78483743
27500,2022,878328,No,87077502,"SW 117TH AVE, 200' SOUTH OF KENDALL DR",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.957,-80.38454824,25.6857157
5500,2022,876316,No,87270185,"RAMP 87270185 FROM SB I-95 TO WB NW 69 ST, 25' S OF I-95",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.5,0.005,-80.20646639,25.83809103
9600,2022,878529,No,87000462,"NW NORTH RIVER DR, 200 FT E OF DOLPHIN XPWY",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.5,0.038,-80.21718796,25.78406161
12500,2022,878584,Yes,87000555,"NW 111 AVE, 200' SOUTH OFNW 17 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.2,0.468,-80.37635651,25.78926352
500,2022,876444,Yes,87060053,RAMP 87060053 FROM MACARTHUR CAUSEWAY TO JUNGLE ISLAND,Y,Portable,6,87,Miami-Dade,6,9,99.9,4,0.02,-80.17318185,25.78259789
1800,2022,878628,No,87000342,"NW 67TH AVE, 200 FT N OF NW 39 ST",Y,Portable,6,87,Miami-Dade,6,9,56.5,5,0.366,-80.30520657,25.81088521
8800,2022,878121,No,87000061,"SW 127TH AVE, 200' SOUTH OF SW 184TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,2.103,-80.39706865,25.59653374
42000,2022,878196,No,87000429,"NW 41 ST, 200' WEST OF NW 104TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,54.7,7.6,0.208,-80.36622031,25.81157604
10600,2022,878435,No,87000206,"SANS SOUCI BLVD, 200 FT N OF NE 118 RD (2011 OFFSYS)",Y,Portable,6,87,Miami-Dade,6,9,56.5,2.6,0.336,-80.15988837,25.88654019
22000,2022,878279,No,87045500,"SW 56TH ST, 200' WEST OF SW 69TH AVENUE",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.669,-80.30683029,25.71818775
43500,2022,876288,No,87260515,"RAMP 87260515 FROM EB SR826 TO RAMP 87270210, 200' E OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.2,0.038,-80.21310872,25.92744135
17400,2022,878449,No,87000236,"W 32 ST, 200 FT E OF E 2 AVE (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,4.9,0.763,-80.27793312,25.85130991
5800,2022,878573,No,87000543,"S DADELAND BLVD, 100 FT E OF SW 73RD PL, KENDALL",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.169,-80.31462213,25.68561431
15000,2022,878304,No,87064501,"SW 67TH AVE, 200' SOUTH OF SW 40TH STREET",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,0.996,-80.30286508,25.73285689
1300,2022,877008,No,87000079,SW 62ND AVE 1000 FT SOUTH OF SW 104TH ST,Y,Portable,6,87,Miami-Dade,6,9,56.5,1.4,1.966,-80.29445692,25.67351896
12400,2022,878382,No,87000096,"HARBOR DR, 200 FT N OF HEATHER DR (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.1,1.181,-80.17213778,25.69469267
12100,2022,877080,No,87000321,"W 60 ST/NW 114 ST, 400' EAST OF NW 8 AVE/NW 62 AVE",Y,Portable,6,87,Miami-Dade,6,9,56.5,5.8,0.527,-80.29870014,25.87705768
8100,2022,876380,No,87300509,"RAMP 87300509 FROM EB E 65 ST TO EB GRATIGNY PKWY, 800' E OF E 65 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,8.3,0.152,-80.26181881,25.88234274
6500,2022,878404,No,87000121,"MAYNADA ST, 200 FT S OF PLACETAS (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.1,1.337,-80.27325222,25.70923068
22000,2022,876260,No,87260356,"RAMP 87260356 FROM NB SR826 TO NB W 20 AVE, 100' N OF SR 826",Y,Portable,6,87,Miami-Dade,6,8,99.9,3.8,0.019,-80.32251541,25.86460811
13100,2022,878700,No,87000980,NW 58 STREET 500' EAST NW 114 AVENUE,Y,Portable,6,87,Miami-Dade,6,9,54.7,7.6,0.347,-80.38047035,25.8261879
16600,2022,878157,No,87000165,"SW 200TH ST, 200' WEST OF US-1",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,1.537,-80.36896283,25.5800528
20100,2022,878251,No,87000625,"SW 147TH AVE, 200' SOUTH OF KENDALL DR",Y,Portable,6,87,Miami-Dade,6,9,56.5,11.8,2.041,-80.42995132,25.68434653
11900,2022,878375,No,87000074,"SW 82 AVE, 200 FT S OF SW 138 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,3.8,0.926,-80.32590122,25.6428184
29500,2022,876353,No,87270222,"RAMP 87270222 FROM WB NE 203 ST TO NB I-95, 1000' N OF NE 203 ST",Y,Portable,6,87,Miami-Dade,6,8,99.9,12.6,0.189,-80.16486002,25.96566805
9800,2022,878552,No,87000496,"SW 82 AVE, 200' SOUTH OFSW 156 ST (2011 OFF SYSTEM CYCLE)",Y,Portable,6,87,Miami-Dade,6,9,56.5,29.6,0.724,-80.32519866,25.62521248
5200,2022,876460,Yes,87200426,"RAMP 87200428 TO RAMP 87200421, 100' EAST OF RAMP 87200428",Y,Portable,6,87,Miami-Dade,6,8,99.9,6.8,0.02,-80.32416892,25.78050231
